norm,k_graph,alpha,conf_threshold,mean_macro_f1,mean_acc,mean_conf_assigned,pct_assigned
none,15,0.2,0.7,0.21048405263589892,0.3603204453136753,0.9470966784726528,0.7435119046214974
none,15,0.2,0.8,0.21048405263589892,0.3603204453136753,0.9637352978313167,0.6852780532736157
none,15,0.3,0.5,0.21502159251719585,0.37213028433879947,0.8687182584387934,0.9000424441697644
none,15,0.3,0.6,0.21502159251719585,0.37213028433879947,0.9128177182965397,0.7918925925848721
none,15,0.3,0.7,0.21502159251719585,0.37213028433879947,0.9362688245381084,0.7272927819421026
none,15,0.3,0.8,0.21502159251719585,0.37213028433879947,0.9565133195717364,0.6553983374592877
none,15,0.5,0.5,0.2094516242628394,0.3601614047153388,0.8431136813005863,0.8710898778574953
none,15,0.5,0.6,0.2094516242628394,0.3601614047153388,0.8879876317132315,0.757638119192633
none,15,0.5,0.7,0.2094516242628394,0.3601614047153388,0.9168546830608545,0.676051628298468
none,15,0.5,0.8,0.2094516242628394,0.3601614047153388,0.9465534192770236,0.572542337776425
none,15,0.7,0.5,0.2022799352694352,0.3553310838401857,0.8109318988446055,0.8222810413519647
none,15,0.7,0.6,0.2022799352694352,0.3553310838401857,0.8621754822345175,0.6892893612232044
none,15,0.7,0.7,0.2022799352694352,0.3553310838401857,0.9007070723213314,0.5839761620052614
none,15,0.7,0.8,0.2022799352694352,0.3553310838401857,0.9375748452522509,0.4675415377156151
none,20,0.1,0.5,0.17217700509928702,0.29158428077113197,0.8739050645964785,0.9256627847205526
none,20,0.1,0.6,0.17217700509928702,0.29158428077113197,0.9197254569374876,0.8127241903396358
none,20,0.1,0.7,0.17217700509928702,0.29158428077113197,0.9481132302626419,0.7352413745692914
none,20,0.1,0.8,0.17217700509928702,0.29158428077113197,0.9666515036879232,0.6721641339312648
none,20,0.2,0.5,0.17418443813786194,0.29391992090954033,0.8553493435845123,0.9180186387745182
none,20,0.2,0.6,0.17418443813786194,0.29391992090954033,0.9026461015747248,0.7972633683106118
none,20,0.2,0.7,0.17418443813786194,0.29391992090954033,0.9318146443958738,0.7149497810301679
none,20,0.2,0.8,0.17418443813786194,0.29391992090954033,0.9533225485031945,0.639505515661824
none,20,0.3,0.5,0.15672255021875062,0.284524705022674,0.8410966905149851,0.901904254746793
none,20,0.3,0.6,0.15672255021875062,0.284524705022674,0.8875749404112172,0.779271572838399
none,20,0.3,0.7,0.15672255021875062,0.284524705022674,0.9183812285489781,0.6898354272845312
none,20,0.3,0.8,0.15672255021875062,0.284524705022674,0.9432966467480033,0.6004167552566902
none,20,0.5,0.5,0.14866948134957417,0.2751821444690408,0.8090057459353944,0.8652284939672436
none,20,0.5,0.6,0.14866948134957417,0.2751821444690408,0.8569055651767769,0.7315936928767609
none,20,0.5,0.7,0.14866948134957417,0.2751821444690408,0.8935042327077357,0.6218899422423586
none,20,0.5,0.8,0.14866948134957417,0.2751821444690408,0.9284271846434683,0.4990891027005831
none,20,0.7,0.5,0.1555152456739903,0.2893012959659567,0.7695327816045677,0.8026291926195114
none,20,0.7,0.6,0.1555152456739903,0.2893012959659567,0.8223947866453513,0.6488753061425043
none,20,0.7,0.7,0.1555152456739903,0.2893012959659567,0.8688247159915568,0.5117658461016608
none,20,0.7,0.8,0.1555152456739903,0.2893012959659567,0.9123700988431098,0.37522316914319914
none,30,0.1,0.5,0.1376330678170864,0.2722377442025404,0.870425881257809,0.9392484227045861
none,30,0.1,0.6,0.1376330678170864,0.2722377442025404,0.916839987167605,0.8217149977610602
none,30,0.1,0.7,0.1376330678170864,0.2722377442025404,0.9445994454454084,0.7447019993017556
none,30,0.1,0.8,0.1376330678170864,0.2722377442025404,0.9644681743049798,0.6756749173613095
none,30,0.2,0.5,0.13687992217380235,0.2698757763975156,0.8530721432616298,0.9268588414170935
none,30,0.2,0.6,0.13687992217380235,0.2698757763975156,0.8986232503006493,0.8069330869334111
none,30,0.2,0.7,0.13687992217380235,0.2698757763975156,0.9277143266598276,0.7223578973374
none,30,0.2,0.8,0.13687992217380235,0.2698757763975156,0.9507337910873433,0.639167355216938
none,30,0.3,0.5,0.13586017412802037,0.2675138085924908,0.8351392088018598,0.9129345679169424
none,30,0.3,0.6,0.13586017412802037,0.2675138085924908,0.8805095104378567,0.7890428950561615
none,30,0.3,0.7,0.13586017412802037,0.2675138085924908,0.9137353702745465,0.6907778560355674
none,30,0.3,0.8,0.13586017412802037,0.2675138085924908,0.9407833516360403,0.5914133125212376
none,30,0.5,0.5,0.1415713863323376,0.27961540114767136,0.7992561642770758,0.8736256097464355
none,30,0.5,0.6,0.1415713863323376,0.27961540114767136,0.8496626120610026,0.7284839169395939
none,30,0.5,0.7,0.1415713863323376,0.27961540114767136,0.8880480064754043,0.6112050384450457
none,30,0.5,0.8,0.1415713863323376,0.27961540114767136,0.9229476902038992,0.48616023441274386
none,30,0.7,0.5,0.15835828268312904,0.2967853381761912,0.7582116212412487,0.8041485440804973
none,30,0.7,0.6,0.15835828268312904,0.2967853381761912,0.8139657824653344,0.6364744473181528
none,30,0.7,0.7,0.15835828268312904,0.2967853381761912,0.8598794594754281,0.49699016290216996
none,30,0.7,0.8,0.15835828268312904,0.2967853381761912,0.902679969508729,0.3558027178679297
none,50,0.1,0.5,0.1483967040699691,0.2795374927464592,0.8654369232926168,0.9404448803481141
none,50,0.1,0.6,0.1483967040699691,0.2795374927464592,0.9143672396350097,0.815724352861711
none,50,0.1,0.7,0.1483967040699691,0.2795374927464592,0.9439955153721984,0.73329683299412
none,50,0.1,0.8,0.1483967040699691,0.2795374927464592,0.9639157243152164,0.6651417584894824
none,50,0.2,0.5,0.14746438208805082,0.2771755249414344,0.8469764154431164,0.9275686379391662
none,50,0.2,0.6,0.14746438208805082,0.2771755249414344,0.8946567690914883,0.8009253504375816
none,50,0.2,0.7,0.14746438208805082,0.2771755249414344,0.9255395427281444,0.7113169445171798
none,50,0.2,0.8,0.14746438208805082,0.2771755249414344,0.9499743062373659,0.6242658195562805
none,50,0.3,0.5,0.13644476628889968,0.27016860452620944,0.8283237909190954,0.9151548833931721
none,50,0.3,0.6,0.13644476628889968,0.27016860452620944,0.877318131014515,0.7797104116870562
none,50,0.3,0.7,0.13644476628889968,0.27016860452620944,0.9107825291754413,0.6800867547656289
none,50,0.3,0.8,0.13644476628889968,0.27016860452620944,0.9382489391555495,0.580913286870504
none,50,0.5,0.5,0.14252727701154877,0.27486621246964255,0.792219718887778,0.8728291558299758
none,50,0.5,0.6,0.14252727701154877,0.27486621246964255,0.8447258875916086,0.7187314084910446
none,50,0.5,0.7,0.14252727701154877,0.27486621246964255,0.8831181007293393,0.6001872595678907
