kernel,n_neighbors,gamma,mean_macro_f1,mean_acc
knn,3,,0.17322374479069802,0.3756513619693816
knn,5,,0.25028285902161607,0.7048036114940663
knn,7,,0.24774029592150032,0.7209262563187631
knn,10,,0.25460220564590597,0.7339670117770027
knn,15,,0.26051564713468217,0.7467519755989871
knn,20,,0.266409676494505,0.7564276800115336
